ip,uplink_length,downlink_length,sum_length
10.56.54.228,190131,203338,393469
10.56.54.231,505,471,976
10.56.54.24,702,4972,5674
10.56.54.241,322004,325417,647421
10.56.54.243,205202,408333,613535
10.56.54.244,3940,3341,7281
10.56.54.245,583,148,731
10.56.54.247,171897,160542,332439
10.56.54.250,938,884,1822
10.56.54.251,180219,126576,306795
10.56.54.30,138973,111518,250491
10.56.54.32,162059,155874,317933
10.56.54.35,143280,125853,269133
10.56.54.36,201727,246366,448093
10.56.54.37,434,485,919
10.56.54.46,174649,146883,321532
10.56.54.47,35989,9858,45847
10.56.54.55,8686,2171,10857
10.56.54.63,182430,175717,358147
10.56.54.66,122024,126859,248883
10.56.54.67,742,116,858
10.56.54.87,5965,1160,7125
10.56.54.9,150052,124326,274378
10.56.54.90,298716,243598,542314
10.56.54.95,20844,28314,49158
10.56.56.107,1265,283,1548
10.56.56.118,33907,28008,61915
10.56.56.12,777,2851,3628
10.56.56.126,91541,73024,164565
10.56.56.128,591,479,1070
10.56.56.136,1322,1030,2352
10.56.56.147,1264,9944,11208
10.56.56.18,619,507,1126
10.56.56.182,1691,690,2381
10.56.56.199,773,116,889
10.56.56.223,21319,7804,29123
10.56.56.50,5199,64054,69253
10.56.56.67,2466,2511,4977
10.56.58.10,417308,388993,806301
10.56.58.118,199059,166835,365894
10.56.58.12,160577,134589,295166
10.56.58.120,291550,348441,639991
10.56.58.123,1112,886,1998
10.56.58.126,251127,206665,457792
10.56.58.128,180233,154124,334357
10.56.58.129,307706,231605,539311
10.56.58.134,629,523,1152
10.56.58.154,297465,256155,553620
10.56.58.157,298846,2456534,2755380
10.56.58.159,389,0,389
10.56.58.169,3003,5848,8851
10.56.58.175,288604,230402,519006
10.56.58.179,530698,947972,1478670
10.56.58.18,36089,32670,68759
10.56.58.182,6868,30639,37507
10.56.58.189,29014,332771,361785
10.56.58.19,409484,487641,897125
10.56.58.192,346192,255475,601667
10.56.58.199,14563,24218,38781
10.56.58.206,234174,659453,893627
10.56.58.210,746,4974,5720
10.56.58.223,2473,4235,6708
10.56.58.229,1028,798,1826
10.56.58.231,455,485,940
10.56.58.232,46165,290923,337088
10.56.58.233,9619,5057,14676
10.56.58.250,535,423,958
10.56.58.252,0,0,0
10.56.58.37,13719,29187,42906
10.56.58.80,183273,173316,356589
10.56.58.9,27394,466499,493893
10.56.58.90,730,826,1556
10.56.58.98,1144,946,2090
10.56.6.162,403521,772490,1176011
10.56.6.199,63368,60109,123477
10.56.60.107,16531,202363,218894
10.56.60.115,384677,1051185,1435862
10.56.60.118,170297,139500,309797
10.56.60.12,2185,5915,8100
10.56.60.120,318397,1431911,1750308
10.56.60.128,1282606,11498876,12781482
10.56.60.131,2743393,60449233,63192626
10.56.60.134,580978,17744437,18325415
10.56.60.136,360624,322455,683079
10.56.60.147,239191,445336,684527
10.56.60.148,229795,265804,495599
10.56.60.154,419318,400032,819350
10.56.60.157,313952,1283311,1597263
10.56.60.162,407,398,805
10.56.60.169,0,0,0
10.56.60.175,180,373,553
10.56.60.176,4716,580,5296
10.56.60.180,68651,55934,124585
10.56.60.189,346469,2152404,2498873
10.56.60.19,16060,12364,28424
10.56.60.192,60353589,1408254065,1468607654
10.56.60.199,20023,20558,40581
10.56.60.204,830815,15517503,16348318
10.56.60.21,76920,220867,297787
10.56.60.210,20319,6249879,6270198
10.56.60.223,190802,146112,336914
10.56.60.225,835081,690758,1525839
10.56.60.231,135625,2704282,2839907
10.56.60.245,379199,1271977,1651176
10.56.60.252,207075,2961643,3168718
10.56.60.35,1128730,25645366,26774096
10.56.60.37,5027,55648,60675
10.56.60.44,0,0,0
10.56.60.78,423193,484237,907430
10.56.60.80,337019,221185,558204
10.56.60.86,49559014,938667,50497681
10.56.60.87,1058255,2172815,3231070
10.56.60.9,234995,185028,420023
10.56.60.90,519608,806655,1326263
10.56.63.10,1109,547,1656
10.56.63.100,417,450,867
10.56.63.101,438741,909629,1348370
10.56.63.102,144455,110797,255252
10.56.63.104,706,4974,5680
10.56.63.107,2674,1876,4550
10.56.63.108,1491299,2125802,3617101
10.56.63.112,1079,1969,3048
10.56.63.113,349570,11046218,11395788
10.56.63.114,1247,5395,6642
10.56.63.115,1503063,3148765,4651828
10.56.63.116,15359,8845,24204
10.56.63.117,2906,747,3653
10.56.63.118,3188,15776,18964
10.56.63.12,7986,10548,18534
10.56.63.120,35430,272940,308370
10.56.63.127,227178,329298,556476
10.56.63.128,500,415,915
10.56.63.129,0,5802,5802
10.56.63.130,357976,367552,725528
10.56.63.131,6721,3622,10343
10.56.63.132,177646,201049,378695
10.56.63.133,213710,180934,394644
10.56.63.134,2201,1162,3363
10.56.63.135,363556,802102,1165658
10.56.63.136,106863,98282,205145
10.56.63.137,196339,163062,359401
10.56.63.138,269,5802,6071
10.56.63.139,51866,232552,284418
10.56.63.14,1060,4974,6034
10.56.63.141,347742,283972,631714
10.56.63.142,25948,33971,59919
10.56.63.145,286316,712786,999102
10.56.63.147,8853,11838,20691
10.56.63.149,17097,17606,34703
10.56.63.15,291349,990776,1282125
10.56.63.153,158013,208494,366507
10.56.63.154,7010,7789,14799
10.56.63.155,265727,3254675,3520402
10.56.63.159,129622,113424,243046
10.56.63.16,828,116,944
10.56.63.160,134536,115882,250418
10.56.63.163,1298,1001,2299
10.56.63.165,22929,33442,56371
10.56.63.168,7451,1814,9265
10.56.63.169,133116,253731,386847
10.56.63.170,3365936,12857390,16223326
10.56.63.172,774,116,890
10.56.63.173,13654,4480,18134
10.56.63.174,701,6287,6988
10.56.63.177,192070,201843,393913
10.56.63.179,8129,10558,18687
10.56.63.184,105482168,508291862,613774030
10.56.63.185,31171,801885,833056
10.56.63.186,1593,1876,3469
10.56.63.189,10763,13919,24682
10.56.63.190,173234,113563,286797
10.56.63.191,2862,3206,6068
10.56.63.192,182163,151531,333694
10.56.63.194,1475373,1193954,2669327
10.56.63.196,26732,25560,52292
10.56.63.198,194112,143808,337920
10.56.63.199,566,438,1004
10.56.63.20,215460,235247,450707
10.56.63.200,18823,5072,23895
10.56.63.201,5748,7902,13650
10.56.63.202,23076,20979,44055
10.56.63.203,817721,615672,1433393
10.56.63.205,4070,4846,8916
10.56.63.206,445403394,698203930,1143607324
10.56.63.209,16421,1034,17455
10.56.63.210,85406,117907,203313
10.56.63.212,481,399,880
10.56.63.213,230054,225220,455274
10.56.63.214,487395,1074140,1561535
10.56.63.215,1493,232,1725
10.56.63.219,599,439,1038
10.56.63.220,639,495,1134
10.56.63.222,254297,212136,466433
10.56.63.223,391178911,1552379980,1943558891
10.56.63.224,591432,914755,1506187
10.56.63.228,102697,81509,184206
10.56.63.229,759,946,1705
10.56.63.23,199654,171917,371571
10.56.63.231,561,148,709
10.56.63.232,2234,2685,4919
10.56.63.235,2868,60488,63356
10.56.63.237,535,423,958
10.56.63.239,515,399,914
10.56.63.240,47873,33322,81195
10.56.63.241,224224,220949,445173
10.56.63.242,237638,219648,457286
10.56.63.244,155364,149927,305291
10.56.63.245,237638,194779,432417
10.56.63.246,79831,83660,163491
10.56.63.247,240160,326928,567088
10.56.63.249,229585,1528693,1758278
10.56.63.250,11979,10341,22320
10.56.63.251,0,0,0
10.56.63.254,210997,192222,403219
10.56.63.255,34534,30555,65089
10.56.63.26,6349,7745,14094
10.56.63.27,202411,548209,750620
10.56.63.29,9194444,4704720,13899164
10.56.63.30,19621,40543,60164
10.56.63.31,1312,1088,2400
10.56.63.34,14794,2389,17183
10.56.63.36,1265,1429,2694
10.56.63.37,342900,317550,660450
10.56.63.39,715,2116562,2117277
10.56.63.40,2090,4011,6101
10.56.63.42,1591,1644,3235
10.56.63.44,12231,1856,14087
10.56.63.45,647,536,1183
10.56.63.46,3805,2543,6348
10.56.63.47,4541,9479,14020
10.56.63.48,17310,2899,20209
10.56.63.5,581,454,1035
10.56.63.52,273081,274820,547901
10.56.63.56,38498,39891,78389
10.56.63.59,222885,190152,413037
10.56.63.60,266952,798005,1064957
10.56.63.61,1529,1197,2726
10.56.63.62,154466,128054,282520
10.56.63.65,248819,1281901,1530720
10.56.63.66,728,4980,5708
10.56.63.67,224816,164107,388923
10.56.63.68,75765,128990,204755
10.56.63.69,34387,29858,64245
10.56.63.7,216797,431004,647801
10.56.63.70,4358,3157,7515
10.56.63.71,116618,115368,231986
10.56.63.73,14509,3053,17562
10.56.63.75,743624,764992,1508616
10.56.63.76,1600,232,1832
10.56.63.77,3307,3815,7122
10.56.63.79,800088,647225,1447313
10.56.63.8,590,10272,10862
10.56.63.80,1930,11727,13657
10.56.63.81,346,497,843
10.56.63.82,631,525,1156
10.56.63.83,32279,42046,74325
10.56.63.84,85328,89757,175085
10.56.63.85,19321,4294,23615
10.56.63.86,80173,150345,230518
10.56.63.90,2916,740,3656
10.56.63.91,191298,162091,353389
10.56.63.92,13880,10811,24691
10.56.63.93,186576,219954,406530
10.56.63.94,3849,25152,29001
10.56.63.95,22028,34232,56260
10.56.63.96,351081,276331,627412
10.56.63.98,820526,1301131,2121657
10.56.63.99,130240,112781,243021
10.56.64.118,425540,885962,1311502
10.56.64.12,330591,848082,1178673
10.56.64.120,612106,487655,1099761
10.56.64.126,788,116,904
10.56.64.128,308452,212222,520674
10.56.64.131,117294,105052,222346
10.56.64.175,400147,392718,792865
10.56.64.182,1052,1629,2681
10.56.64.192,13534,4086,17620
10.56.64.206,5315,38644,43959
10.56.64.21,815,116,931
10.56.64.223,181629,138462,320091
10.56.64.35,329932,256142,586074
10.56.64.4,2908,763,3671
10.56.64.7,1227,5371,6598
10.56.64.9,10740,609300,620040
10.56.65.128,541,435,976
10.56.65.131,0,0,0
10.56.65.162,2661,30806,33467
10.56.65.182,16014,14833,30847
10.56.65.206,400747,345422,746169
10.56.65.21,5266,25697,30963
10.56.65.233,3130,2944,6074
10.56.65.7,6184,8986,15170
10.56.65.9,130726,106812,237538
10.56.65.98,244757,227626,472383
10.56.68.115,220435,305489,525924
10.56.68.118,696,1221,1917
10.56.68.123,7476,21695,29171
10.56.68.126,10124,134770,144894
10.56.68.148,310403168,847432040,1157835208
10.56.68.149,178201,119045,297246
10.56.68.162,628,8950,9578
10.56.68.165,632211578,5327901792,5960113370
10.56.68.171,550,148,698
10.56.68.182,13072,39178,52250
10.56.68.196,150659,117879,268538
10.56.68.199,319109,879301,1198410
10.56.68.210,502148,351549,853697
10.56.68.223,629,458,1087
10.56.68.229,7240,6990,14230
10.56.68.231,1139553,781873,1921426
10.56.68.232,14300241,8681,14308922
10.56.68.233,541,434,975
10.56.68.238,309300,586213,895513
10.56.68.250,2796,80073,82869
10.56.68.251,240693,187820,428513
10.56.68.35,198222,172674,370896
10.56.68.67,4312,1304,5616
10.56.68.7,11818,6215,18033
10.56.68.9,1717,5373,7090
10.56.68.93,236511,152950,389461
10.56.68.95,1892,2042,3934
10.56.68.98,775,116,891
10.56.69.128,2228,1841,4069
10.56.69.199,612,8950,9562
10.56.69.21,350255,467386,817641
10.56.69.233,288092,561606,849698
10.56.7.128,830,4974,5804
10.56.70.120,36441,567436,603877
10.56.70.128,90366,525473,615839
10.56.70.199,1003,10052,11055
10.56.70.50,365920,274389,640309
10.56.70.9,11286,217755,229041
10.56.73.101,1102,939,2041
10.56.73.107,232051,179076,411127
10.56.73.112,3138,3923,7061
10.56.73.115,250893,206634,457527
10.56.73.116,37577,47258,84835
10.56.73.118,191598,156080,347678
10.56.73.12,2679,1245,3924
10.56.73.123,228327,179526,407853
10.56.73.126,26267,31895,58162
10.56.73.127,450402,374726,825128
10.56.73.128,463956,878771,1342727
10.56.73.130,690,3569,4259
10.56.73.131,2499,24126,26625
10.56.73.132,96576,100594,197170
10.56.73.135,139152,2852823,2991975
10.56.73.14,1443,1397,2840
10.56.73.146,8747,11801,20548
10.56.73.149,162539,141923,304462
10.56.73.15,2502,18926,21428
10.56.73.150,256720,293581,550301
10.56.73.159,44295,58763,103058
10.56.73.165,6415,1977,8392
10.56.73.169,23844,29376,53220
10.56.73.175,11437224,3548288,14985512
10.56.73.176,642731,2987425,3630156
10.56.73.18,102239,99724,201963
10.56.73.180,5719912,3189471,8909383
10.56.73.182,28001,21910,49911
10.56.73.185,580,442,1022
10.56.73.189,274808,227872,502680
10.56.73.19,412897,561340,974237
10.56.73.196,250021,206364,456385
10.56.73.199,3000,2741,5741
10.56.73.20,95652,77676,173328
10.56.73.204,1231,1512,2743
10.56.73.210,10062,11492,21554
10.56.73.214,274376,230719,505095
10.56.73.223,1255,1324,2579
10.56.73.225,77063,1526902,1603965
10.56.73.228,57814,58368,116182
10.56.73.229,17761,67093,84854
10.56.73.231,246467,216692,463159
10.56.73.233,41321,43058,84379
10.56.73.238,147280,207038,354318
10.56.73.24,320570,278197,598767
10.56.73.241,169017359,1011597436,1180614795
10.56.73.245,23709,58415,82124
10.56.73.247,349,499,848
10.56.73.251,3301,6988,10289
10.56.73.252,308619,262895,571514
10.56.73.30,2760,2362,5122
10.56.73.34,101259,138535,239794
10.56.73.35,4298,5851,10149
10.56.73.37,2336,2184,4520
10.56.73.46,6223,161721,167944
10.56.73.50,210997,230309,441306
10.56.73.54,16662,14129,30791
10.56.73.55,55278,36423,91701
10.56.73.56,0,0,0
10.56.73.66,8913,13795,22708
10.56.73.7,718,4972,5690
10.56.73.78,188188,159369,347557
10.56.73.80,1980,14920,16900
10.56.73.82,244292,790429,1034721
10.56.73.86,17138,221734,238872
10.56.73.87,322155,18273420,18595575
10.56.73.9,28951,3799,32750
10.56.73.90,183554,156064,339618
10.56.73.93,6651,5825,12476
10.56.73.95,121228,123806,245034
10.56.73.98,4798782,1562103,6360885
10.56.74.1,10001,11181,21182
10.56.74.120,1857,5487,7344
10.56.74.128,1726,5404,7130
10.56.74.223,117312,137168,254480
10.56.76.162,1203,952,2155
10.56.76.98,855,854,1709
10.56.78.107,599,1253,1852
10.56.78.123,1555,2270,3825
10.56.78.147,786,2180,2966
10.56.78.176,154667,88074,242741
10.56.78.179,97564,97894,195458
10.56.78.185,2700,16699,19399
10.56.78.199,2099,12758,14857
10.56.78.204,12194,667125,679319
10.56.78.206,720,148,868
10.56.78.21,315,4475,4790
10.56.78.210,14318,17774,32092
10.56.78.219,0,0,0
10.56.78.233,117977,111118,229095
10.56.78.35,83475,1072956,1156431
10.56.78.37,9400,10545,19945
10.56.78.67,297443,154885,452328
10.56.78.78,3194,12393,15587
10.56.78.80,228132,189584,417716
10.56.78.86,20484,19279,39763
10.56.78.87,799,1363,2162
10.56.78.9,1388,9946,11334
10.56.82.120,82158,107553,189711
10.56.82.128,1933,1858,3791
10.56.82.175,3937,50046,53983
10.56.82.199,51595,50520,102115
10.56.82.9,195458,132918,328376
10.56.85.115,13002312,96988451,109990763
10.56.85.118,39278895,138626159,177905054
10.56.85.126,14005,108821,122826
10.56.85.128,859044,695106,1554150
10.56.85.131,8159821,30761942,38921763
10.56.85.18,59123,588265,647388
10.56.85.182,17665510,59744264,77409774
10.56.85.192,6941,10170,17111
10.56.85.21,25809425,124205678,150015103
10.56.85.223,90871,78300,169171
10.56.85.233,4404958,79761403,84166361
10.56.85.50,1770639,47435165,49205804
10.56.85.7,2269248,12675092,14944340
10.56.85.87,9305996,331463051,340769047
10.56.85.9,1151853,2759747,3911600
10.56.85.95,239958,204090,444048
10.56.85.98,272983,3888220,4161203
10.56.86.10,13373,16748,30121
10.56.86.107,17665,15874,33539
10.56.86.123,271353,221091,492444
10.56.86.124,1544,2024,3568
10.56.86.127,538789,539681,1078470
10.56.86.128,2412,2452,4864
10.56.86.129,16718,16791,33509
10.56.86.130,371,484,855
10.56.86.134,211677,189784,401461
10.56.86.147,622,4978,5600
10.56.86.154,103043,93523,196566
10.56.86.157,172859,178062,350921
10.56.86.159,880,4974,5854
10.56.86.162,315085,238166,553251
10.56.86.169,1098,1990,3088
10.56.86.175,221338,177661,398999
10.56.86.176,147300,379834,527134
10.56.86.180,186652,142223,328875
10.56.86.182,464,485,949
10.56.86.185,205972,178634,384606
10.56.86.196,375176,280398,655574
10.56.86.208,96128,472220,568348
10.56.86.21,260430,219832,480262
10.56.86.210,220486,248708,469194
10.56.86.223,132771,122954,255725
10.56.86.225,9758,9813,19571
10.56.86.229,101769,87875,189644
10.56.86.232,15787,21811,37598
10.56.86.250,24976,26804,51780
10.56.86.252,202944,154071,357015
10.56.86.37,183693,122854,306547
10.56.86.50,1150,984,2134
10.56.86.7,29536,4176,33712
10.56.86.71,11391,14931,26322
10.56.86.80,172733,168110,340843
10.56.86.86,117118,96557,213675
10.56.86.87,25281,25478,50759
10.56.86.95,5309,1134,6443
10.56.86.99,9627,7788,17415
10.56.87.3,163969,125386,289355
10.56.88.133,1031,148,1179
10.56.89.115,42417,41079,83496
10.56.89.123,1149,5423,6572
10.56.89.126,105650,472083,577733
10.56.89.199,45577,36587,82164
10.56.89.21,1890,501,2391
10.56.89.233,2248,3716,5964
10.56.89.50,1953,2162,4115
10.56.89.80,0,0,0
10.56.89.87,73583,175392,248975
10.56.89.9,1067,838,1905
10.56.9.199,181,383,564
10.56.9.21,971,1338,2309
10.56.9.98,542414,1370699,1913113
10.56.90.112,1468,232,1700
10.56.90.116,58617,108751,167368
10.56.90.131,474,0,474
10.56.90.133,605,148,753
10.56.90.192,55885,70185,126070
10.56.90.215,11787,2080,13867
10.56.90.233,78327,82774,161101
10.56.90.55,5643,6067,11710
10.56.90.63,676,4974,5650
10.56.90.64,14946535,180474926,195421461
10.56.90.77,2168,3100,5268
10.56.90.78,134354,145478,279832
10.56.90.9,307646,509645,817291
10.56.90.90,553,399,952
10.56.92.10,10528673,8131707,18660380
10.56.92.100,331897,251488,583385
10.56.92.101,19733,19299,39032
10.56.92.102,319845,2639857,2959702
10.56.92.105,515311,390997,906308
10.56.92.106,116412,5461053,5577465
10.56.92.107,376895,3887379,4264274
10.56.92.110,563,148,711
10.56.92.112,606,1176,1782
10.56.92.113,789858,7362995,8152853
10.56.92.115,580,443,1023
10.56.92.116,511228,736274,1247502
10.56.92.118,1160,5391,6551
10.56.92.119,335,4475,4810
10.56.92.12,1428885,8662195,10091080
10.56.92.121,652502,20802691,21455193
10.56.92.122,0,0,0
10.56.92.124,248146,202504,450650
10.56.92.125,17436544,6359858,23796402
10.56.92.126,300873,2771954,3072827
10.56.92.127,64877,1948069,2012946
10.56.92.129,80522457,86304400,166826857
10.56.92.13,2655,5146,7801
10.56.92.131,317526,220740,538266
10.56.92.132,363902,499175,863077
10.56.92.134,0,0,0
10.56.92.136,128662,106528,235190
10.56.92.139,182289,1693138,1875427
10.56.92.14,416,4475,4891
10.56.92.142,223347,316803,540150
10.56.92.143,100470,232303,332773
10.56.92.146,1228,2643,3871
10.56.92.15,86327,2985346,3071673
10.56.92.151,246538,812816,1059354
10.56.92.154,517442,11082773,11600215
10.56.92.156,173363,3609276,3782639
10.56.92.159,167454,135040,302494
10.56.92.161,475389,470810,946199
10.56.92.164,22619,61115,83734
10.56.92.166,188,383,571
10.56.92.167,400785,2010281,2411066
10.56.92.168,1945694,5865467,7811161
10.56.92.169,455458,307762,763220
10.56.92.17,325912,245004,570916
10.56.92.170,138745,2083549,2222294
10.56.92.172,13989,164401,178390
10.56.92.173,261237,1000836,1262073
10.56.92.175,78928,76295,155223
10.56.92.177,3219,5766,8985
10.56.92.178,310387,7301693,7612080
10.56.92.18,20774,31923,52697
10.56.92.180,35056,99745,134801
10.56.92.181,1983,501,2484
10.56.92.182,1225,547,1772
10.56.92.184,1793,1314,3107
10.56.92.186,0,0,0
10.56.92.187,401411149,482373292,883784441
10.56.92.188,190811,154543,345354
10.56.92.189,422029,4414214,4836243
10.56.92.192,653,506,1159
10.56.92.193,166363,135547,301910
10.56.92.194,16027,717270,733297
10.56.92.195,461965,434071,896036
10.56.92.196,377,874,1251
10.56.92.198,427690,13063590,13491280
10.56.92.199,0,0,0
10.56.92.20,172698829,911996717,1084695546
10.56.92.200,413453,283032,696485
10.56.92.205,1813219,1754163,3567382
10.56.92.206,21036,371268,392304
10.56.92.208,15211,343676,358887
10.56.92.210,711759,14783485,15495244
10.56.92.211,11401300,14639307,26040607
10.56.92.212,424744,7443987,7868731
10.56.92.214,35239,47048,82287
10.56.92.216,430503,286441,716944
10.56.92.217,309036,6829994,7139030
10.56.92.218,0,214,214
10.56.92.219,2198156,9153867,11352023
10.56.92.221,1246,4873,6119
10.56.92.224,18549,1185101,1203650
10.56.92.226,309813,240011,549824
10.56.92.227,143354,5501749,5645103
10.56.92.228,1335032,6355340,7690372
10.56.92.229,31932,13191,45123
10.56.92.23,3594,6511,10105
10.56.92.231,50101,2261670,2311771
10.56.92.232,471563,1585597,2057160
10.56.92.233,3130,9467,12597
10.56.92.235,551941,7687292,8239233
10.56.92.236,1678688,63486185,65164873
10.56.92.237,782055,559095,1341150
10.56.92.238,216474,165419,381893
10.56.92.239,257560,203105,460665
10.56.92.24,182620,156164,338784
10.56.92.240,90823,219471,310294
10.56.92.242,243164,578212,821376
10.56.92.244,341969,374042,716011
10.56.92.246,364639,687096,1051735
